time,equity,benchmark_equity,benchmark_weight,active_weight,active_symbols,weights
2024-01-02T14:30:00+00:00,100000.0,100000.0,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-03T14:30:00+00:00,99258.07673049418,99258.07673049418,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-04T14:30:00+00:00,98944.71172307004,98944.71172307004,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-05T14:30:00+00:00,99071.45107027562,99071.45107027562,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-08T14:30:00+00:00,100488.47351235917,100488.47351235917,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-09T14:30:00+00:00,100244.23313893261,100244.23313893261,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-10T14:30:00+00:00,100905.50738490045,100905.50738490045,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-11T14:30:00+00:00,100870.94868503007,100870.94868503007,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-12T14:30:00+00:00,100917.02453994687,100917.02453994687,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-16T14:30:00+00:00,100573.71637601625,100573.71637601625,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-17T14:30:00+00:00,100013.81045785901,100013.81045785901,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-18T14:30:00+00:00,100903.199613337,100903.199613337,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-19T14:30:00+00:00,102138.19746957802,102138.19746957802,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-22T14:30:00+00:00,102370.90621920732,102370.90621920732,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-23T14:30:00+00:00,102675.04737439762,102675.04737439762,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-24T14:30:00+00:00,102760.29747254867,102760.29747254867,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-25T14:30:00+00:00,103338.6221574349,103338.6221574349,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-26T14:30:00+00:00,103276.4208386017,103276.4208386017,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-29T14:30:00+00:00,104027.5534913535,104027.5534913535,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-30T14:30:00+00:00,103953.81331399201,103953.81331399201,1.0,0.0,,"{""VOO"": 1.0}"
2024-01-31T14:30:00+00:00,102260.31403916287,102260.31403916287,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-01T14:30:00+00:00,103605.90407568541,103605.90407568541,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-02T14:30:00+00:00,104670.40173586133,104670.40173586133,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-05T14:30:00+00:00,104287.90486018272,104287.90486018272,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-06T14:30:00+00:00,104612.78702265331,104612.78702265331,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-07T14:30:00+00:00,105472.21855263696,105472.21855263696,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-08T14:30:00+00:00,105543.65095843503,105543.65095843503,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-09T14:30:00+00:00,106142.71665083864,106142.71665083864,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-12T14:30:00+00:00,106094.3330243584,106094.3330243584,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-13T14:30:00+00:00,104598.96933030032,104598.96933030032,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-14T14:30:00+00:00,105594.33512222179,105594.33512222179,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-15T14:30:00+00:00,106308.60130377687,106308.60130377687,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-16T14:30:00+00:00,105764.84255278081,105764.84255278081,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-20T14:30:00+00:00,105184.21009609407,105184.21009609407,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-21T14:30:00+00:00,105290.19396703152,105290.19396703152,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-22T14:30:00+00:00,107502.13161420813,107502.13161420813,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-23T14:30:00+00:00,107550.51524068836,107550.51524068836,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-26T14:30:00+00:00,107156.50844422018,107156.50844422018,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-27T14:30:00+00:00,107354.65125948517,107354.65125948517,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-28T14:30:00+00:00,107188.76660678397,107188.76660678397,1.0,0.0,,"{""VOO"": 1.0}"
2024-02-29T14:30:00+00:00,107585.08117481558,107585.08117481558,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-01T14:30:00+00:00,108621.90727852704,108621.90727852704,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-04T14:30:00+00:00,108492.87462827176,108492.87462827176,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-05T14:30:00+00:00,107405.34265776585,107405.34265776585,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-06T14:30:00+00:00,107974.46519366303,107974.46519366303,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-07T14:30:00+00:00,109043.55669419518,109043.55669419518,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-08T14:30:00+00:00,108382.29691721522,108382.29691721522,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-11T13:30:00+00:00,108292.43127570026,108292.43127570026,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-12T13:30:00+00:00,109451.38841751032,109451.38841751032,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-13T13:30:00+00:00,109285.48929605832,109285.48929605832,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-14T13:30:00+00:00,109045.85723150172,109045.85723150172,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-15T13:30:00+00:00,108294.74628175762,108294.74628175762,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-18T13:30:00+00:00,108972.13152289104,108972.13152289104,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-19T13:30:00+00:00,109582.71437057816,109582.71437057816,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-20T13:30:00+00:00,110538.92762251013,110538.92762251013,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-21T13:30:00+00:00,110907.57063407724,110907.57063407724,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-22T13:30:00+00:00,110762.65125488672,110762.65125488672,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-25T13:30:00+00:00,110476.02456724724,110476.02456724724,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-26T13:30:00+00:00,110166.27675700992,110166.27675700992,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-27T13:30:00+00:00,111127.86516350169,111127.86516350169,1.0,0.0,,"{""VOO"": 1.0}"
2024-03-28T13:30:00+00:00,111113.98236165149,111113.98236165149,1.0,0.0,,"{""VOO"": 1.0}"
2024-04-01T13:30:00+00:00,110968.37571501915,110968.37571501915,1.0,0.0,,"{""VOO"": 1.0}"
2024-04-02T13:30:00+00:00,110242.54897216515,110242.54897216515,1.0,0.0,,"{""VOO"": 1.0}"
2024-04-03T13:30:00+00:00,110341.93507589841,110341.93507589841,1.0,0.0,,"{""VOO"": 1.0}"
2024-04-04T13:30:00+00:00,109038.9162495432,108982.78778524879,0.9184161122220021,0.08158388777799785,ADBE;BA;TSLA,"{""ADBE"": 0.02666850874467053, ""BA"": 0.02717767024735837, ""TSLA"": 0.027737708785968977, ""VOO"": 0.9184161122220021}"
2024-04-05T13:30:00+00:00,109978.9740517466,110140.84786213751,0.9202415935947862,0.07975840640521381,ADBE;BA;TSLA,"{""ADBE"": 0.026332539034084508, ""BA"": 0.02692331549247, ""TSLA"": 0.026502551878659318, ""VOO"": 0.9202415935947862}"
2024-04-08T13:30:00+00:00,110131.59145946016,110184.76786773007,0.9193327964909005,0.0806672035090995,ADBE;BA;TSLA,"{""ADBE"": 0.026250515900094362, ""BA"": 0.026654052521734098, ""TSLA"": 0.027762635087271073, ""VOO"": 0.9193327964909005}"
2024-04-09T13:30:00+00:00,110319.5858794134,110321.13619337774,0.9189020292321481,0.08109797076785186,ADBE;BA;TSLA,"{""ADBE"": 0.02665329555384574, ""BA"": 0.0261044800675024, ""TSLA"": 0.028340195146503648, ""VOO"": 0.9189020292321481}"
2024-04-10T13:30:00+00:00,109159.55528933331,109253.23113349441,0.9196776656514294,0.08032233434857061,ADBE;BA;TSLA,"{""ADBE"": 0.02664505225054288, ""BA"": 0.025864977468522326, ""TSLA"": 0.027812304629505288, ""VOO"": 0.9196776656514294}"
2024-04-11T13:30:00+00:00,109895.94676373292,110041.44005515949,0.9201056505641455,0.0798943494358545,ADBE;BA;TSLA,"{""ADBE"": 0.026306803643310773, ""BA"": 0.0255048175402723, ""TSLA"": 0.028082728252271396, ""VOO"": 0.9201056505641455}"
2024-04-12T13:30:00+00:00,108332.29925685893,108541.29442698455,0.9206618412535237,0.07933815874647632,ADBE;BA;TSLA,"{""ADBE"": 0.026124985381913088, ""BA"": 0.025304329677706197, ""TSLA"": 0.02790884368685713, ""VOO"": 0.9206618412535237}"
2024-04-15T13:30:00+00:00,106845.42954646934,107163.62708787608,0.9216256698621578,0.07837433013784223,ADBE;BA;TSLA,"{""ADBE"": 0.02626561250463768, ""BA"": 0.025394682203476418, ""TSLA"": 0.026714035429728167, ""VOO"": 0.9216256698621578}"
2024-04-16T13:30:00+00:00,106672.57198085368,106971.77819509988,0.9214665109565493,0.0785334890434507,ADBE;BA;TSLA,"{""ADBE"": 0.02665066748532324, ""BA"": 0.0258496079673541, ""TSLA"": 0.02603321359077328, ""VOO"": 0.9214665109565493}"
2024-04-17T13:30:00+00:00,106034.5594120607,106326.86091400977,0.9214221833833477,0.07857781661665231,ADBE;BA;TSLA,"{""ADBE"": 0.026711375427679, ""BA"": 0.025953303692235374, ""TSLA"": 0.025913137496737945, ""VOO"": 0.9214221833833477}"
2024-04-18T13:30:00+00:00,105706.71710343406,106084.1614664568,0.9221701708068191,0.07782982919318093,ADBE;BA;TSLA,"{""ADBE"": 0.026722495542642503, ""BA"": 0.026036853467013572, ""TSLA"": 0.02507048018352482, ""VOO"": 0.9221701708068191}"
2024-04-19T13:30:00+00:00,104784.84838105296,105196.5447375767,0.922499402429884,0.07750059757011596,ADBE;BA;TSLA,"{""ADBE"": 0.026492708297467596, ""BA"": 0.02620265881486803, ""TSLA"": 0.024805230457780252, ""VOO"": 0.922499402429884}"
