decision_time,rank,symbol,score,score_z,target_weight,vol_20,sleeve_scale,benchmark_vol_20,benchmark_drawdown,risk_reasons,label_excess
2023-01-03T14:30:00+00:00,1,CRM,0.23606045848932738,1.9965027794190036,0.05,0.36472996783937534,1.0,0.0,0.0,,0.25234446824987833
2023-01-03T14:30:00+00:00,2,DIS,0.23606045848932738,1.9965027794190036,0.05,0.35960929951866466,1.0,0.0,0.0,,-0.15920950643841206
2023-01-03T14:30:00+00:00,3,GOOGL,0.23606045848932738,1.9965027794190036,0.04999999999999999,0.28807330764940436,1.0,0.0,0.0,,0.13960659009421136
2023-04-04T13:30:00+00:00,1,AMZN,0.1941894434871355,2.3140096883864394,0.05,0.284371213662263,1.0,0.1698417900419871,-0.015574798697214676,,0.1523220146897276
2023-04-04T13:30:00+00:00,2,TSLA,0.19352829446082803,2.3080469730536466,0.05,0.55196146366681,1.0,0.1698417900419871,-0.015574798697214676,,0.2670361653227134
2023-04-04T13:30:00+00:00,3,INTC,0.18248341790950684,2.208436367666874,0.04999999999999999,0.4018668209082477,1.0,0.1698417900419871,-0.015574798697214676,,0.05048205233218284
2023-07-06T13:30:00+00:00,1,NVDA,0.24278572200922804,2.7321401538183903,0.05,0.3791641632948097,1.0,0.10015964567533785,-0.010366249056142474,,
2023-07-06T13:30:00+00:00,2,TSLA,0.22533231825829042,2.569624891644058,0.05,0.5371855514301409,1.0,0.10015964567533785,-0.010366249056142474,,
2023-07-06T13:30:00+00:00,3,USB,0.21841236117348228,2.5051905465775657,0.04999999999999999,0.2827733792589036,1.0,0.10015964567533785,-0.010366249056142474,,
2023-10-04T13:30:00+00:00,1,TSLA,0.23626359135739722,2.9763337341487692,0.05,0.5066216282875425,1.0,0.11750826683438918,-0.06882023211566168,,
2023-10-04T13:30:00+00:00,2,NVDA,0.16816428867428582,2.2721095947592302,0.05,0.2968515033459651,1.0,0.11750826683438918,-0.06882023211566168,,
2023-10-04T13:30:00+00:00,3,AMD,0.14271626889829594,2.008948165496036,0.04999999999999998,0.38753689032360455,1.0,0.11750826683438918,-0.06882023211566168,,
