time,equity,benchmark_equity,benchmark_weight,active_weight,active_symbols,weights
2019-01-02T14:30:00+00:00,100000.0,100000.0,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-03T14:30:00+00:00,97612.96917448626,97612.96917448626,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-04T14:30:00+00:00,100834.83356950998,100834.83356950998,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-07T14:30:00+00:00,101591.3910409291,101591.3910409291,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-08T14:30:00+00:00,102578.39964646542,102578.39964646542,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-09T14:30:00+00:00,103052.31448789686,103052.31448789686,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-10T14:30:00+00:00,103482.74756311653,103482.74756311653,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-11T14:30:00+00:00,103434.93322594036,103434.93322594036,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-14T14:30:00+00:00,102865.35998419156,102865.35998419156,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-15T14:30:00+00:00,104069.74769628288,104069.74769628288,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-16T14:30:00+00:00,104300.21369313904,104300.21369313904,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-17T14:30:00+00:00,105078.50090048807,105078.50090048807,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-18T14:30:00+00:00,106491.57285318866,106491.57285318866,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-22T14:30:00+00:00,105074.13117243267,105074.13117243267,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-23T14:30:00+00:00,105230.67593651437,105230.67593651437,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-24T14:30:00+00:00,105334.9994777865,105334.9994777865,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-25T14:30:00+00:00,106230.71941106084,106230.71941106084,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-28T14:30:00+00:00,105408.93557329998,105408.93557329998,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-29T14:30:00+00:00,105278.49770530358,105278.49770530358,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-30T14:30:00+00:00,106943.80254739417,106943.80254739417,1.0,0.0,,"{""VOO"": 1.0}"
2019-01-31T14:30:00+00:00,107835.12302664814,107835.12302664814,1.0,0.0,,"{""VOO"": 1.0}"
2019-02-01T14:30:00+00:00,107926.45628810114,107926.45628810114,1.0,0.0,,"{""VOO"": 1.0}"
2019-02-04T14:30:00+00:00,108696.0411969174,108696.0411969174,1.0,0.0,,"{""VOO"": 1.0}"
2019-02-05T14:30:00+00:00,109178.6806317206,109178.6806317206,1.0,0.0,,"{""VOO"": 1.0}"
2019-02-06T14:30:00+00:00,109043.87303566882,109043.87303566882,1.0,0.0,,"{""VOO"": 1.0}"
2019-02-07T14:30:00+00:00,107974.26319366429,107974.26319366429,1.0,0.0,,"{""VOO"": 1.0}"
2019-02-08T14:30:00+00:00,108113.41079180644,108113.41079180644,1.0,0.0,,"{""VOO"": 1.0}"
