time,symbol,side,current_weight,target_weight,delta_weight,notional,price,cost
2019-04-04T13:30:00+00:00,AMAT,buy,0.0,0.027027027027027032,0.027027027027027032,3112.387106536933,39.1386493445,0.6224774213073866
2019-04-04T13:30:00+00:00,AVGO,buy,0.0,0.027027027027027032,0.027027027027027032,3112.387106536933,25.4208402141,0.6224774213073866
2019-04-04T13:30:00+00:00,LRCX,buy,0.0,0.027027027027027025,0.027027027027027025,3112.387106536932,17.3754462853,0.6224774213073865
2019-04-04T13:30:00+00:00,VOO,sell,1.0,0.918918918918919,-0.08108108108108103,9337.161319610792,236.44945565,1.8674322639221583
2019-07-05T13:30:00+00:00,AMAT,sell,0.02751572722266782,0.0,-0.02751572722266782,3289.5600675919823,41.3679627092,0.6579120135183965
2019-07-05T13:30:00+00:00,AMD,buy,0.0,0.027027027027027032,0.027027027027027032,3231.1349845260347,30.8799991608,0.6462269969052069
2019-07-05T13:30:00+00:00,AVGO,sell,0.024462777458486497,0.0,-0.024462777458486497,2924.5738343972516,23.8876247925,0.5849147668794503
2019-07-05T13:30:00+00:00,LRCX,sell,0.02529831233184763,0.0,-0.02529831233184763,3024.4636949212727,16.8851460629,0.6048927389842546
2019-07-05T13:30:00+00:00,NOW,buy,0.0,0.027027027027027032,0.027027027027027032,3231.1349845260347,58.2000007629,0.6462269969052069
2019-07-05T13:30:00+00:00,NVDA,buy,0.0,0.027027027027027025,0.027027027027027025,3231.134984526034,3.98506263322,0.6462269969052068
2019-07-05T13:30:00+00:00,VOO,sell,0.9227231829869981,0.918918918918919,-0.0038042640680790996,454.8073566675912,246.495013018,0.09096147133351824
2019-10-03T13:30:00+00:00,AMD,buy,0.025502236216531127,0.027027027027027032,0.0015247908104959046,176.9192761120876,28.2800006866,0.03538385522241752
2019-10-03T13:30:00+00:00,CI,buy,0.0,0.02702702702702702,0.02702702702702702,3135.906921899888,135.555851138,0.6271813843799776
2019-10-03T13:30:00+00:00,CVS,buy,0.0,0.027027027027027032,0.027027027027027032,3135.906921899889,49.4739168232,0.6271813843799777
2019-10-03T13:30:00+00:00,NOW,sell,0.023710016813626153,0.0,-0.023710016813626153,2751.039016235881,49.5540008545,0.5502078032471761
2019-10-03T13:30:00+00:00,NVDA,sell,0.030102287029897278,0.0,-0.030102287029897278,3492.724899696668,4.30782959715,0.6985449799393336
2019-10-03T13:30:00+00:00,VOO,sell,0.9206854599399454,0.918918918918919,-0.0017665410210264687,204.969203979309,239.697981272,0.0409938407958618
