symbol,event_time,log_ret_1,log_ret_5,log_ret_10,log_ret_21,log_ret_63,log_ret_126,log_ret_252,excess_log_ret_5,excess_log_ret_21,excess_log_ret_63,excess_log_ret_126,vol_20,vol_63,downside_vol_20,return_to_vol_21,return_to_vol_63,beta_63,corr_63,residual_log_ret_21,residual_log_ret_63,distance_to_63d_high,distance_to_63d_low,ma_20_50,ma_50_200,volume_z_20,dollar_volume_z_20,amihud_20,gap_pct,intraday_ret,benchmark_log_ret_21,benchmark_vol_20,expected_score
UPS,2016-04-04 13:30:00+00:00,-0.0006670773465433655,-0.0017148871342369532,-0.0010482943178713455,0.051453612997423015,0.09404172039085079,0.07690493846029867,0.11303531376158293,-0.01630519592917068,0.01397875056669129,0.07677740364136731,-0.005413584147123451,0.11583547530552805,0.16936171550203755,0.04876033620119901,0.4441956392176817,0.5552714207699402,0.6564410140578791,0.7112770090891902,0.026853576301713963,0.08270871479680343,-0.011498461258467207,0.1918698417830227,0.048358661369406475,0.0031590467832858238,0.06330576640434296,0.2641511647936247,2.8361646067345446e-11,0.0008577157239357813,-0.001523264096284782,0.037474862430731726,0.09380253086487954,0.004310099313069661
BKNG,2016-04-12 13:30:00+00:00,0.027799884397903263,0.01643837176148777,-0.0058357293568760404,-0.020243364317551915,0.1348197673750562,-0.009955963971457038,0.08046626969127413,0.007665262946304541,-0.04117464343802535,0.058676689443041496,-0.04438283426645473,0.20501320700154432,0.386788835155239,0.11888356023619046,-0.09874175724395856,0.3485616830717097,1.4287245170297724,0.6483854002120896,-0.05014839596976568,0.026032285131478178,-0.03753574530703285,0.3352637768462101,0.053150360638365424,-0.01069419088560708,0.20399474719870242,0.33482923023279104,1.870846340054782e-11,0.0030995805830058565,0.025012797226551475,0.020931279120473434,0.0994595874757449,0.0015428991898820512
HD,2016-04-19 13:30:00+00:00,-0.009991131807145948,0.007856963380501902,0.006370070181126231,0.030663409166622024,0.12852283014748433,0.1083611757097227,0.2026576073815125,-0.01112538110941319,0.003943365539455179,0.012439836423391526,0.06369046400212319,0.1093190200031438,0.2200555313499534,0.05910564046783718,0.2804947315274159,0.5840472600668011,0.9365240434607656,0.6760928392493551,0.00563944586745967,0.01980831548796627,-0.009941386259040397,0.21756607464833744,0.046957176643208864,0.04230186066189656,1.8305640330199073,1.6669578312747515,1.4356710505039981e-11,1.398393356666361e-07,-0.00994152470816001,0.026720043627166845,0.10349424716874206,0.0015428991898820512
NEE,2016-04-26 13:30:00+00:00,0.00913069809659639,-0.022088083672637815,-0.013157495102116279,-0.017675305744363712,0.08825598500001997,0.11489533789209494,0.13733877001071138,-0.01745477256058603,-0.045186281875995604,-0.011311728002340704,0.0962179475624132,0.16152670839362637,0.17096817994662827,0.14361140624428467,-0.10942652097689348,0.5162129293741744,0.2415394354443508,0.20781037019079382,-0.02432029138772109,0.06420645581294462,-0.029325414679697848,0.09052830714550475,0.007003788240479425,0.10270892594126968,0.9607763867215695,0.9570591833433416,4.8723968983798554e-11,0.0021838205767059637,0.00697346071739835,0.027510976131631892,0.09812725786357981,0.008504466009606915
UNH,2016-05-03 13:30:00+00:00,0.0027212574400268252,-0.013348483901697072,0.014907625614612563,0.022677030815809296,0.1552540035459744,0.1258905504155612,0.16215311609408456,-5.7776560342226446e-05,0.023047070820465976,0.06880468138413498,0.12228925186665762,0.15073446203210536,0.18677600448344728,0.04830513309366233,0.15044357149713547,0.8312309923073311,0.9244372450485298,0.6691122714443445,0.023019109578271864,0.07533703033037076,-0.013259787981092397,0.20893142691969535,0.026630551653489265,0.06922422879836643,0.2700148308203712,0.49776023035266204,1.866961304967455e-11,-0.005526446689548936,0.008297264501420543,-0.00037004000465667986,0.10393703973260476,0.0020686340435400095
BA,2016-05-11 13:30:00+00:00,-0.00472576483549858,0.024115458625641573,-0.022091935631149973,0.03502364960752491,0.14178392901709458,-0.07578580795722001,-0.059486956463506324,0.016643068076819922,0.03238036023107149,0.027662879707532007,-0.07992319578055795,0.190151439788239,0.24642246028729956,0.08778291966026122,0.1841881904577151,0.5753693427611721,1.0448010747444387,0.5479707686259974,0.03226193802614582,0.022550134047500517,-0.021849695948220726,0.23648874906153128,0.023719625380944187,-0.0268484470108028,-0.7862570067552282,-0.7610125834071555,1.7766226451754946e-11,0.0013468782353782682,-0.006053341100064613,0.002643289376453417,0.0921829361888498,0.0015428991898820512
GS,2016-05-18 13:30:00+00:00,0.033634663455809566,0.0032571277918957975,-0.0008123036227791758,-0.01680132805856438,0.08374821962777457,-0.17577529548207416,-0.23585107323001253,0.011048513773673108,0.007329113036674606,0.013434646451725207,-0.18393292978534692,0.22283356901132984,0.24106409366429385,0.09566520796579259,-0.07539855028624581,0.347410592572125,1.4157516233567708,0.6866341007920361,0.017361383094335152,-0.015798335740232414,-0.04216040631342355,0.10851528886985129,0.022440482742889012,-0.08049765250747709,1.7010044402458335,1.5735937271795917,3.2132039780220526e-11,0.001034981287110659,0.03313742629499994,-0.024130441095238986,0.103777951455868,0.007699923461304319
MRK,2016-05-25 13:30:00+00:00,0.01729531843525134,0.0341636301203736,0.04077054024006577,0.009412782795567676,0.11236342599409355,0.06362470016021593,-0.01635969655131264,0.013102728301561672,0.007849010959942948,0.03899650437680702,0.05118597865588015,0.1566787809153134,0.15057308550531176,0.0699575495938871,0.060076946862736874,0.7462384503645554,0.8918818984853673,0.6634224161669658,0.008018083002012746,0.04692879665604091,-0.00510037876512881,0.13652447961757308,0.0010696561299101681,0.04317776888839897,0.5383415234713789,0.7798313550066966,2.5449024240182708e-11,0.0037767184190171665,0.01361760018828484,0.0015637718356247277,0.11853913886725603,0.0020686340435400095
TSLA,2016-06-02 13:30:00+00:00,-0.0027364764172710387,-0.002827622086070125,0.03622553760523939,-0.059226687445990134,0.11210184553964453,-0.07997248325893036,-0.12852366467881593,-0.010871365566343716,-0.0821249101032433,0.05209880045631632,-0.09260952489719276,0.3123567308172995,0.3563566423887815,0.24283898948621563,-0.1896123297584146,0.31457767922659496,1.187517979644283,0.3316131510294274,-0.08641873855337635,0.04084715066978578,-0.17504340256471473,0.08913643118458281,-0.07719982776228296,0.048212972818771016,-1.1067981902660058,-1.6075319102655812,1.3799660858601922e-11,0.00013662700790062487,-0.002868970707622598,0.022898222657253164,0.10050395958162119,0.002200159317568234
AVGO,2016-06-10 13:30:00+00:00,-0.020433804638002595,-0.010761496714642771,0.04971710884767688,0.1115145316231585,0.08085394307321447,0.10546081273880992,0.13686217031171743,-0.009464933518597451,0.09439652478469984,0.04016136773782897,0.07127935552045672,0.24745949413637833,0.22677280891556967,0.0926390969214519,0.4506375154945613,0.35654161299081233,1.3908216425469164,0.5772431292896235,0.08770643723496409,0.02425782860578947,-0.0243869437769203,0.14830422333404458,0.00954186184413297,0.1144409144995382,-0.11144241353102863,0.1789762535551352,3.9882995074535893e-11,-0.012001864028154507,-0.008324494631681278,0.017118006838458655,0.09468569636607958,0.008387861706213794
GILD,2016-06-17 13:30:00+00:00,-0.010351500135174163,-0.015932763843653497,-0.03586260124779361,0.0028333921927847783,-0.08257774747309199,-0.2129894303583013,-0.36425133580890545,-0.004238476450450612,-0.010381713234248302,-0.09838245543205293,-0.22302202167359475,0.19580749975842204,0.29096978916357275,0.09666453760013269,0.014470294530497975,-0.28380179162404295,1.566374871766997,0.5087165793359376,-0.01786641687587151,-0.10733384487562427,-0.18745570886024965,0.011871782396290609,-0.044362692090341826,-0.06452404278022672,2.845547671939862,2.4215584324624486,1.681120772619239e-11,0.0020357303895073287,-0.01230878077732156,0.01321510542703308,0.08073304421144624,0.002175295636898711
META,2016-06-24 13:30:00+00:00,-0.02641468459103269,-0.008351800875140647,-0.039707786112007426,-0.0505390977115745,-0.014262490118713167,0.06878257468963778,0.2421033507975432,0.008375230304631387,-0.025966270140023617,-0.018764410514418906,0.07177241054588634,0.1586637974940332,0.2302000627543999,0.1410983015543299,-0.3185294850482518,-0.06195693410357493,0.6056115650944214,0.32488065925490617,-0.03565750914717222,-0.016988905175487016,-0.06987551748815157,0.030525947630289485,0.0010138372981987054,0.0889485045139986,3.1276418218898074,2.6704487848405223,2.982939320260145e-12,-0.03536674485796609,0.009638768342635773,-0.02457282757155088,0.15551685301006982,0.002200159317568234
T,2016-07-01 13:30:00+00:00,0.005999220885577916,0.04589568699520541,0.06510611002999322,0.11262039899134546,0.11567041639049913,0.26861686212972424,0.2673816931885695,0.012852589336477038,0.11219387238444156,0.09271570713099875,0.22839783612074038,0.09714186695523676,0.11633343245280364,0.0,1.159339453947712,0.9943007263834195,0.3063397470137496,0.36419411062429585,0.11248973693849189,0.1086384765631696,0.0,0.14817777670044863,0.03415581850535454,0.11192663099224531,-0.16451129582637672,0.13683166241954414,1.333914738157677e-11,1.7573229293965653e-07,0.006017075461521859,0.00042652660690389865,0.19761596405738718,0.0041796029765525065
AMT,2016-07-12 13:30:00+00:00,0.012393589550140582,0.01974599569327662,0.0641138580695122,0.069970071095808,0.09434773079586822,0.2158700461154135,0.21338075269938894,-0.011043018907761493,0.04159340186119298,0.046209765346341136,0.09158900273387172,0.19495111702898985,0.1522708372893353,0.16378467979531913,0.35891084986911476,0.6196047284917381,0.6870766483401551,0.6157073608244557,0.05047312430703152,0.06127325883689296,0.0,0.13751277946220442,0.029142520484584544,0.0927751079154826,1.6971589662348503,1.6268240530459261,5.112190897176608e-11,-0.0006103087309587973,0.013089005409930854,0.028376669234615015,0.2015807719955578,0.007642131805652239
ELV,2016-07-19 13:30:00+00:00,-0.022018386087021113,0.001363738176240581,0.009281206107181639,-0.0021183403333502326,-0.0844280214216333,-0.025834686091428694,-0.15155798231674122,-0.004349124425072404,-0.04790215956248112,-0.11929650498255828,-0.17678616337644648,0.23651366116266379,0.20790410880113655,0.13341652694185868,-0.008956524214866939,-0.40609116341413914,0.711182042252587,0.4617361095725115,-0.0346789703948468,-0.10922586077074269,-0.10040006312260563,0.05774903163686762,-0.009650688169496102,-0.019369121877404694,0.8558916499144773,0.9576297357254779,4.85915257002107e-11,-0.009185180221242262,-0.012709307855431229,0.045783819229130884,0.20027721140087482,0.009186905699338076
MDLZ,2016-07-26 13:30:00+00:00,-0.011207971062041189,-0.007266396256053298,-0.010552015035699469,0.07224125631455136,0.0668151190699442,0.09856614488763737,0.09001397302714365,-0.00968345636816359,0.007313345793538151,0.02489626428485714,-0.04292042289981035,0.25381959028243234,0.24637786478476212,0.05677879010928924,0.28461655081141074,0.271189618143312,1.4433421821961914,0.791863148994147,-0.021471935742286896,0.006311867729271385,-0.018438213178393115,0.09803432048803984,0.015248637280699251,0.03593620685574339,0.018768256349736282,0.30844361193712444,2.6215971742392853e-11,-0.0013114658897577236,-0.009846843663142701,0.06492791052101321,0.11193463385442383,0.002784522278970755
SO,2016-08-02 13:30:00+00:00,-0.005420485299675093,-0.020221336566412784,-0.004860983591532975,-0.008769437238018263,0.0662792641800567,0.09475276068903238,0.21743541072860229,-0.0150279183228883,-0.03546083185677862,0.016263120297139277,-0.041712705355724466,0.13676242395197724,0.152274988777687,0.10355636619705857,-0.06412168623961771,0.4352603451957611,0.009317779441973711,0.008064184623191953,-0.009018141766074557,0.06581322478281765,-0.02163555587771837,0.11074059279324966,0.0340444289617563,0.07669048423508307,-1.1171496596132264,-1.2360511011229809,3.195541643176602e-11,-0.002982689337869271,-0.0024303807098730035,0.026691394618760356,0.07422924922994953,0.008394747404232612
AMGN,2016-08-10 13:30:00+00:00,-0.004951681717502154,-0.012766596392498997,0.003217098526429041,0.05565827788290889,0.1114490189171633,0.18107646392484522,0.038896926263396026,-0.019348168104238006,0.04326286898165144,0.053558933942832176,0.009065329640951525,0.10708657441902619,0.18275541497939896,0.03728838064968096,0.5197502878850144,0.6098260832913014,1.104741053335762,0.7757086677383802,0.04196456079680625,0.04749546546492396,-0.016824065427684887,0.1843268590591287,0.0537134907948178,0.03524384289168614,-0.4422076634224854,-0.3402052552016535,1.7273700013753867e-11,-0.0011039951245320756,-0.0038396862220710926,0.012395408901257454,0.05414470793488072,0.0018195771693148752
