decision_time,rank,symbol,score,score_z,target_weight,vol_20,sleeve_scale,benchmark_vol_20,benchmark_drawdown,risk_reasons,label_excess
2025-01-02T14:30:00+00:00,1,CVS,0.07636667407307085,4.000662767970146,0.04,0.4231147577304276,1.0,0.0,0.0,,0.5110693657718569
2025-01-02T14:30:00+00:00,2,TSLA,0.053191945081272035,2.845155678791145,0.03204216327132432,0.7113300477035093,1.0,0.0,0.0,,-0.32049238421270365
2025-01-02T14:30:00+00:00,3,INTC,0.043616002405383096,2.367692936876141,0.027957836728675686,0.40762369688168665,1.0,0.0,0.0,,0.11846447303188405
2025-04-04T13:30:00+00:00,1,INTC,0.07636667407307085,3.1408637618381654,0.04,0.8200767948124854,1.0,0.313388196833524,-0.171263547162685,,-0.03185511024125462
2025-04-04T13:30:00+00:00,2,LRCX,0.07136157778420738,2.933159818974772,0.03953879696342901,0.6602584235656339,1.0,0.313388196833524,-0.171263547162685,,0.3059936694518107
2025-04-04T13:30:00+00:00,3,AMD,0.043616002405383096,1.781760311233456,0.02046120303657099,0.6379347222667089,1.0,0.313388196833524,-0.171263547162685,,0.2945601662057824
2025-07-08T13:30:00+00:00,1,BLK,0.07998533921615397,3.242024789542501,0.04,0.1585283861174111,1.0,0.09894608459142866,-0.008674818587037336,,0.014214466479330251
2025-07-08T13:30:00+00:00,2,LRCX,0.0782601164980056,3.167212286181897,0.04,0.28388413032985227,1.0,0.09894608459142866,-0.008674818587037336,,0.32532690457988367
2025-07-08T13:30:00+00:00,3,AMAT,0.061479474934502135,2.43953707639213,0.02,0.2959173922855309,1.0,0.09894608459142866,-0.008674818587037336,,0.058582230041449024
2025-10-06T13:30:00+00:00,1,TMO,0.0782601164980056,3.827849090593679,0.039828595910729674,0.439855948698267,1.0,0.05625363935474994,0.0,,
2025-10-06T13:30:00+00:00,2,LRCX,0.053191945081272035,2.555618771948628,0.03148533528815902,0.37094189362123753,1.0,0.05625363935474994,0.0,,
2025-10-06T13:30:00+00:00,3,QCOM,0.0395707948359839,1.864334193237499,0.028686068801111325,0.20356971835466026,1.0,0.05625363935474994,0.0,,
