decision_time,execution_time,active_symbols,benchmark_weight,active_weight,turnover_distance,execution_cost,target_weights
2021-04-06T13:30:00+00:00,2021-04-07T13:30:00+00:00,COP;DE;USB,0.9473684210526315,0.052631578947368474,0.052631578947368446,2.325245533357715,"{""COP"": 0.018817262787684835, ""DE"": 0.021052631578947368, ""USB"": 0.012761684580736217, ""VOO"": 0.9473684210526315}"
2021-07-06T13:30:00+00:00,2021-07-07T13:30:00+00:00,COP;NVDA;UPS,0.9473684210526315,0.052631578947368474,0.0421052631578948,1.9892705289350072,"{""COP"": 0.010526315789473686, ""NVDA"": 0.021052631578947368, ""UPS"": 0.021052631578947368, ""VOO"": 0.9473684210526315}"
2021-10-04T13:30:00+00:00,2021-10-05T13:30:00+00:00,AMD;LLY;TSLA,0.9473684210526315,0.052631578947368474,0.052631578947368404,2.4711948964468933,"{""AMD"": 0.010526315789473686, ""LLY"": 0.021052631578947368, ""TSLA"": 0.021052631578947368, ""VOO"": 0.9473684210526315}"
