decision_time,execution_time,active_symbols,benchmark_weight,active_weight,turnover_distance,execution_cost,target_weights
2018-04-04T13:30:00+00:00,2018-04-05T13:30:00+00:00,ADBE;CAT;NOW,0.9473684210526315,0.052631578947368474,0.052631578947368446,2.0875880377873,"{""ADBE"": 0.01897336804414108, ""CAT"": 0.021052631578947368, ""NOW"": 0.012605579324279971, ""VOO"": 0.9473684210526315}"
2018-07-03T13:30:00+00:00,2018-07-05T13:30:00+00:00,AMD;NOW;TSLA,0.9473684210526315,0.052631578947368474,0.03954410668370721,1.6140516916307353,"{""AMD"": 0.01200218926446694, ""NOW"": 0.021052631578947368, ""TSLA"": 0.019576758103954112, ""VOO"": 0.9473684210526315}"
2018-10-02T13:30:00+00:00,2018-10-03T13:30:00+00:00,AAPL;NOW;NVDA,0.9473684210526315,0.052631578947368474,0.04142852484762881,1.8408926305314353,"{""AAPL"": 0.013379112774373512, ""NOW"": 0.018199834594047545, ""NVDA"": 0.021052631578947368, ""VOO"": 0.9473684210526315}"
