time,symbol,side,current_weight,target_weight,delta_weight,notional,price,cost
2018-04-05T13:30:00+00:00,ADBE,buy,0.0,0.027027027027027032,0.027027027027027032,2680.011670132344,227.940002441,0.5360023340264688
2018-04-05T13:30:00+00:00,CAT,buy,0.0,0.027027027027027032,0.027027027027027032,2680.011670132344,123.058777008,0.5360023340264688
2018-04-05T13:30:00+00:00,NOW,buy,0.0,0.027027027027027018,0.027027027027027018,2680.0116701323427,33.3559989929,0.5360023340264686
2018-04-05T13:30:00+00:00,VOO,sell,1.0,0.918918918918919,-0.08108108108108103,8040.035010397025,214.593457215,1.608007002079405
2018-07-05T13:30:00+00:00,ADBE,sell,0.027997228974397895,0.0,-0.027997228974397895,2857.457604961191,243.039993286,0.5714915209922382
2018-07-05T13:30:00+00:00,AMD,buy,0.0,0.02702702702702702,0.02702702702702702,2758.4367005924696,15.1300001144,0.551687340118494
2018-07-05T13:30:00+00:00,CAT,sell,0.024318546069762657,0.0,-0.024318546069762657,2482.003289403637,113.970472204,0.49640065788072746
2018-07-05T13:30:00+00:00,NOW,sell,0.028054157486313826,0.027027027027027032,-0.0010271304592867937,104.83115114214439,35.6380004883,0.02096623022842888
2018-07-05T13:30:00+00:00,TSLA,buy,0.0,0.027027027027027032,0.027027027027027032,2758.4367005924705,20.9173336029,0.5516873401184941
2018-07-05T13:30:00+00:00,VOO,sell,0.9196300674695256,0.918918918918919,-0.0007111485506066106,72.5813556779574,221.051195701,0.014516271135591481
2018-10-03T13:30:00+00:00,AAPL,buy,0.0,0.02702702702702702,0.02702702702702702,3035.5686708337535,54.3934799252,0.6071137341667507
2018-10-03T13:30:00+00:00,AMD,sell,0.04713782508662225,0.0,-0.04713782508662225,5294.3338866351,29.0400009155,1.05886677732702
2018-10-03T13:30:00+00:00,NOW,buy,0.026776671823872434,0.027027027027027032,0.00025035520315459803,28.11890521722375,38.8559989929,0.00562378104344475
2018-10-03T13:30:00+00:00,NVDA,buy,0.0,0.027027027027027032,0.027027027027027032,3035.5686708337544,7.16526478033,0.6071137341667509
2018-10-03T13:30:00+00:00,TSLA,sell,0.02374267413619905,0.0,-0.02374267413619905,2666.683157477446,20.2220001221,0.5333366314954892
2018-10-03T13:30:00+00:00,VOO,buy,0.9023428289533062,0.918918918918919,0.016576089965612772,1861.7607972278279,238.876637151,0.3723521594455656
