decision_time,rank,symbol,score,score_z,target_weight,vol_20,sleeve_scale,benchmark_vol_20,benchmark_drawdown,risk_reasons,label_excess
2018-01-02T14:30:00+00:00,1,LRCX,0.2807604054537842,2.887257188542683,0.05,0.2788727421593773,1.0,0.0,0.0,,0.07442280962051999
2018-01-02T14:30:00+00:00,2,AMAT,0.23898174005669198,2.59338249192646,0.05,0.31293012925203106,1.0,0.0,0.0,,0.05472083803297029
2018-01-02T14:30:00+00:00,3,ADBE,0.219716229294858,2.4578672456523507,0.04999999999999999,0.30046367589900075,1.0,0.0,0.0,,0.25040648929681525
2018-04-04T13:30:00+00:00,1,CAT,0.24569399494142952,2.7845648917225243,0.05,0.3515675294342816,1.0,0.21664176010440275,-0.0759873931525662,,-0.11001827840668381
2018-04-04T13:30:00+00:00,2,ADBE,0.22754691528891346,2.620765761344548,0.05,0.4596619337692552,1.0,0.21664176010440275,-0.0759873931525662,,0.03537926321908304
2018-04-04T13:30:00+00:00,3,NOW,0.22754691528891346,2.620765761344548,0.04999999999999998,0.34593154431574846,1.0,0.21664176010440275,-0.0759873931525662,,0.03602973238808959
2018-07-03T13:30:00+00:00,1,NOW,0.2902597589995607,2.806920856447932,0.05,0.30752675697136045,1.0,0.07870327484937985,-0.02487556264456714,,0.005529844868254752
2018-07-03T13:30:00+00:00,2,TSLA,0.25643149420399175,2.5662097448863284,0.05,0.6137030163420065,1.0,0.07870327484937985,-0.02487556264456714,,-0.11524334013535004
2018-07-03T13:30:00+00:00,3,AMD,0.19883805453311038,2.1563932507323056,0.04999999999999999,0.5005051675931915,1.0,0.07870327484937985,-0.02487556264456714,,0.5775140158051144
2018-10-02T13:30:00+00:00,1,NVDA,0.20533143121592234,2.7428597554017067,0.05,0.2849276191168903,1.0,0.05465656136361924,-0.0019610424165449336,,
2018-10-02T13:30:00+00:00,2,NOW,0.20115755382814487,2.7092368727551746,0.05,0.3306717178666785,1.0,0.05465656136361924,-0.0019610424165449336,,
2018-10-02T13:30:00+00:00,3,AAPL,0.20078075233844112,2.706201529094518,0.04999999999999999,0.22490918013750388,1.0,0.05465656136361924,-0.0019610424165449336,,
