decision_time,execution_time,active_symbols,benchmark_weight,active_weight,turnover_distance,execution_cost,target_weights
2018-04-04T13:30:00+00:00,2018-04-05T13:30:00+00:00,ADBE;CAT;NOW,0.918918918918919,0.08108108108108103,0.08108108108108106,3.2160140041588114,"{""ADBE"": 0.027027027027027032, ""CAT"": 0.027027027027027032, ""NOW"": 0.027027027027027018, ""VOO"": 0.918918918918919}"
2018-07-03T13:30:00+00:00,2018-07-05T13:30:00+00:00,AMD;NOW;TSLA,0.918918918918919,0.08108108108108103,0.054054054054054,2.206749360473974,"{""AMD"": 0.02702702702702702, ""NOW"": 0.027027027027027032, ""TSLA"": 0.027027027027027032, ""VOO"": 0.918918918918919}"
2018-10-02T13:30:00+00:00,2018-10-03T13:30:00+00:00,AAPL;NOW;NVDA,0.918918918918919,0.08108108108108103,0.07088049922282136,3.1844068176450206,"{""AAPL"": 0.02702702702702702, ""NOW"": 0.027027027027027032, ""NVDA"": 0.027027027027027032, ""VOO"": 0.918918918918919}"
