decision_time,rank,symbol,score,score_z,target_weight,vol_20,sleeve_scale,benchmark_vol_20,benchmark_drawdown,risk_reasons,label_excess
2023-01-03T14:30:00+00:00,1,TSLA,0.47912413307361196,2.32025977249575,0.05,0.8403530363231273,1.0,0.0,0.0,,0.49988927229080393
2023-01-03T14:30:00+00:00,2,NOW,0.4082411164833557,1.991383443151165,0.05,0.3732748953393371,1.0,0.0,0.0,,0.12867733955027424
2023-01-03T14:30:00+00:00,3,BA,0.4016974440352235,1.9610227294189162,0.049999999999999996,0.3232187920400518,1.0,0.0,0.0,,0.02332057959130697
2023-04-04T13:30:00+00:00,1,META,0.38542606217321973,2.123769312361346,0.05,0.3798706063461737,1.0,0.1698417900419871,-0.015574798697214676,,0.23127847562343348
2023-04-04T13:30:00+00:00,2,AMZN,0.38143352090534777,2.105766970536303,0.05,0.284371213662263,1.0,0.1698417900419871,-0.015574798697214676,,0.13254937989977356
2023-04-04T13:30:00+00:00,3,SCHW,0.37477038035325116,2.0757229144328875,0.04999999999999999,0.9561979425167804,1.0,0.1698417900419871,-0.015574798697214676,,0.05789647751559504
2023-07-06T13:30:00+00:00,1,TSLA,0.4056277942115959,2.9860989124994344,0.05,0.5371855514301409,1.0,0.10015964567533785,-0.010366249056142474,,-0.03559199389967177
2023-07-06T13:30:00+00:00,2,NVDA,0.25830347404213155,2.128404725401809,0.05,0.3791641632948097,1.0,0.10015964567533785,-0.010366249056142474,,0.06833793201602238
2023-07-06T13:30:00+00:00,3,AMZN,0.249477588273286,2.0770220961711496,0.04999999999999999,0.28996921449775637,1.0,0.10015964567533785,-0.010366249056142474,,0.015999467384966975
2023-10-04T13:30:00+00:00,1,NVDA,0.34131626884789995,3.111177372243671,0.05,0.2968515033459651,1.0,0.11750826683438918,-0.06882023211566168,,
2023-10-04T13:30:00+00:00,2,LLY,0.26520389062412647,2.6073260198398,0.05,0.24606064330033908,1.0,0.11750826683438918,-0.06882023211566168,,
2023-10-04T13:30:00+00:00,3,SCHW,0.23511154508691307,2.408119670626109,0.04999999999999999,0.27675244823141093,1.0,0.11750826683438918,-0.06882023211566168,,
