decision_time,execution_time,active_symbols,benchmark_weight,active_weight,turnover_distance,execution_cost,target_weights
2023-04-04T13:30:00+00:00,2023-04-05T13:30:00+00:00,AMZN;META;SCHW,0.918918918918919,0.08108108108108103,0.08108108108108106,3.4866122984466132,"{""AMZN"": 0.027027027027027032, ""META"": 0.027027027027027032, ""SCHW"": 0.02702702702702702, ""VOO"": 0.918918918918919}"
2023-07-06T13:30:00+00:00,2023-07-07T13:30:00+00:00,AMZN;NVDA;TSLA,0.918918918918919,0.08108108108108103,0.06554279586006238,3.0818015810311383,"{""AMZN"": 0.02702702702702702, ""NVDA"": 0.027027027027027032, ""TSLA"": 0.027027027027027032, ""VOO"": 0.918918918918919}"
2023-10-04T13:30:00+00:00,2023-10-05T13:30:00+00:00,LLY;NVDA;SCHW,0.918918918918919,0.08108108108108103,0.05525043363767941,2.5259702341244537,"{""LLY"": 0.027027027027027032, ""NVDA"": 0.027027027027027032, ""SCHW"": 0.02702702702702702, ""VOO"": 0.918918918918919}"
