time,symbol,side,current_weight,target_weight,delta_weight,notional,price,cost
2019-04-04T13:30:00+00:00,AMAT,buy,0.0,0.021052631578947368,0.021052631578947368,2424.3857461445577,39.1386493445,0.48487714922891156
2019-04-04T13:30:00+00:00,BMY,buy,0.0,0.021052631578947368,0.021052631578947368,2424.3857461445577,35.8110956892,0.48487714922891156
2019-04-04T13:30:00+00:00,GE,buy,0.0,0.010526315789473686,0.010526315789473686,1212.192873072279,48.7453774763,0.2424385746144558
2019-04-04T13:30:00+00:00,VOO,sell,1.0,0.9473684210526315,-0.052631578947368474,6060.964365361401,236.44945565,1.2121928730722802
2019-07-05T13:30:00+00:00,AMAT,sell,0.021353771358774216,0.0,-0.021353771358774216,2562.423318394724,41.3679627092,0.5124846636789449
2019-07-05T13:30:00+00:00,AMD,buy,0.0,0.010526315789473686,0.010526315789473686,1263.143478617928,30.8799991608,0.2526286957235856
2019-07-05T13:30:00+00:00,BMY,sell,0.020333967915687562,0.0,-0.020333967915687562,2440.0483018770574,36.0432092947,0.4880096603754115
2019-07-05T13:30:00+00:00,GE,sell,0.010551723112549373,0.0,-0.010551723112549373,1266.1923225908863,50.9179054841,0.2532384645181773
2019-07-05T13:30:00+00:00,SCHW,buy,0.0,0.021052631578947368,0.021052631578947368,2526.2869572358554,36.9774973942,0.5052573914471711
2019-07-05T13:30:00+00:00,TMO,buy,0.0,0.021052631578947368,0.021052631578947368,2526.2869572358554,297.176089119,0.5052573914471711
2019-07-05T13:30:00+00:00,VOO,sell,0.9477605376129888,0.9473684210526315,-0.000392116560357314,47.05345022697625,246.495013018,0.009410690045395251
2019-10-03T13:30:00+00:00,AMD,sell,0.009948650027124938,0.0,-0.009948650027124938,1156.7664306214713,28.2800006866,0.23135328612429426
2019-10-03T13:30:00+00:00,CAT,buy,0.0,0.021052631578947368,0.021052631578947368,2447.86754186443,104.07938891,0.48957350837288605
2019-10-03T13:30:00+00:00,CI,buy,0.0,0.015980306744618332,0.015980306744618332,1858.0895239864512,135.555851138,0.37161790479729023
2019-10-03T13:30:00+00:00,CVS,buy,0.0,0.015598640623802718,0.015598640623802718,1813.7117888101934,49.4739168232,0.36274235776203867
2019-10-03T13:30:00+00:00,SCHW,sell,0.01932307519959811,0.0,-0.01932307519959811,2246.7656080298334,32.8868097359,0.4493531216059667
2019-10-03T13:30:00+00:00,TMO,sell,0.019990463412609315,0.0,-0.019990463412609315,2324.3653103913525,273.429086498,0.4648730620782705
2019-10-03T13:30:00+00:00,VOO,sell,0.9507378113606676,0.9473684210526315,-0.0033693903080360688,391.7715056184191,239.697981272,0.07835430112368381
